mol_id,raw_smiles,orig_name,source,inchikey,parse_ok,d,d_rdkit,n_heavy,n_atoms,mw,charge,n_hbd,n_hba,frac_aromatic,n_rings,max_ring_size,n_frags,n_sym_classes,elements,dedup_key,n_sources,d_bin,d_bin_label
m142_d06,[O-][N+](=O)c1ccc(cc1)NC(=O)NCc2cccnc2,Pyrinuron,wiki,CLKZWXHKFXZIMA-UHFFFAOYSA-N,1,6.0,4.0,20.0,32.0,272.26,0.0,2.0,4.0,0.6,2.0,6.0,1.0,18.0,C/N/O,CLKZWXHKFXZIMA-UHFFFAOYSA-N,1.0,6.0,6
m143_d06,COCCCN1CC(=O)N2[C@H](C1=O)Cc1c3ccccc3[nH]c1[C@H]2c1ccc(cc1)Cl,ZINC02152797,zinc,MUISXJHOTMYOAH-NZQKXSOJSA-N,1,6.0,5.0,31.0,55.0,437.93,0.0,1.0,3.0,0.484,5.0,6.0,1.0,29.0,C/Cl/N/O,MUISXJHOTMYOAH-NZQKXSOJSA-N,1.0,6.0,6
m144_d06,C[C@@]12c3c(c4ccccc4[nH]3)[C@@H](CN1C(=O)CN(C2=O)Cc1ccccc1)c1ccccc1OC,ZINC12876900,zinc,BACYEXQMORHDNZ-ZTOMLWHTSA-N,1,6.0,4.0,35.0,62.0,465.55,0.0,1.0,3.0,0.6,6.0,6.0,1.0,33.0,C/N/O,BACYEXQMORHDNZ-ZTOMLWHTSA-N,1.0,6.0,6
m145_d06,c1cc(ccc1[C@@H]1CC(=O)Oc2c1c1c(c(c2)O)c(=O)c(c(o1)c1ccc(c(c1)O)O)[O-])C(=O)[O-],ZINC96221199,zinc,VQBDICKRXOZSAK-ZDUSSCGKSA-L,1,6.0,3.0,35.0,49.0,474.38,-2.0,3.0,10.0,0.629,5.0,6.0,1.0,33.0,C/O,VQBDICKRXOZSAK-ZDUSSCGKSA-L,1.0,6.0,6
m146_d06,Cc1noc(C)c1C(=O)CSc1ncc2n1CCC2,ZINCju000002ZQbB,zinc-leads,AKHYAAJRZIBNDG-UHFFFAOYSA-N,1,6.0,4.0,19.0,34.0,277.35,0.0,0.0,5.0,0.526,3.0,5.0,1.0,19.0,C/N/O/S,AKHYAAJRZIBNDG-UHFFFAOYSA-N,1.0,6.0,6
m147_d06,Cc1ccccc1SC1CCN(C(=O)c2ccn(C(F)F)n2)CC1,ZINCoJ00000bkn7s,zinc-leads,GHTHRSLTIUGSPU-UHFFFAOYSA-N,1,6.0,4.0,24.0,43.0,351.42,0.0,0.0,3.0,0.458,3.0,6.0,1.0,21.0,C/F/N/O/S,GHTHRSLTIUGSPU-UHFFFAOYSA-N,1.0,6.0,6
m148_d06,C#CCCCC(=O)N1CCC[C@]2(CCCN2C(=O)c2cc3n(n2)CCCO3)C1,ZINCsq000005QSOv,zinc_random,NXJMNXKDOHARKQ-NRFANRHFSA-N,1,6.0,4.0,28.0,56.0,384.48,0.0,0.0,4.0,0.179,4.0,6.0,1.0,28.0,C/N/O,NXJMNXKDOHARKQ-NRFANRHFSA-N,1.0,6.0,6
m149_d06,Cc1cc2cc(CNC(=O)N3CCc4c(ncn4[C@H]4CCCNC4)C3)ccc2[nH]1,ZINCty00000vBkGZ,zinc_random,JWFUYBOYHBZBRS-SFHVURJKSA-N,1,6.0,3.0,29.0,57.0,392.51,0.0,3.0,3.0,0.483,5.0,6.0,1.0,29.0,C/N/O,JWFUYBOYHBZBRS-SFHVURJKSA-N,1.0,6.0,6
m150_d07,O=C(/C=C\Oc1c(nc2c(cccn12)C)c1ccccc1)OC,-64.75592143,cod,KCNZFUDOPKENNU-BENRWUELSA-N,1,7.0,4.0,23.0,39.0,308.34,0.0,0.0,4.0,0.652,3.0,6.0,1.0,21.0,C/N/O,KCNZFUDOPKENNU-BENRWUELSA-N,1.0,7.0,7
m151_d07,O=C(OC)[C@H]1N([C@@H](C#N)CC1)C(c1ccccc1)(c1ccccc1)c1ccccc1,-81.84732102,cod,YRIAGUBPZWFOSK-RPWUZVMVSA-N,1,7.0,5.0,30.0,54.0,396.49,0.0,0.0,4.0,0.6,4.0,6.0,1.0,16.0,C/N/O,YRIAGUBPZWFOSK-RPWUZVMVSA-N,1.0,7.0,7
m152_d07,S(=O)(=O)(N[C@H](C(=O)[O-])Cc1ccccc1)c1ccc(cc1)C,Compound 229342,cod,CGRCVIZBNRUWLY-HNNXBMFYSA-M,1,7.0,6.0,22.0,38.0,318.37,-1.0,1.0,4.0,0.545,2.0,6.0,1.0,17.0,C/N/O/S,CGRCVIZBNRUWLY-HNNXBMFYSA-M,1.0,7.0,7
m153_d07,[N+]1(=[B-](N(c2ccccc2)c2ccccc2)CC=CC1)C(C)(C)C,Compound_125221,cod-50,ACFXVYUCFRUQNH-UHFFFAOYSA-N,1,7.0,3.0,23.0,48.0,304.25,0.0,0.0,1.0,0.522,3.0,6.0,1.0,13.0,B/C/N,ACFXVYUCFRUQNH-UHFFFAOYSA-N,3.0,7.0,7
m154_d07,O1[C@H](c2ccccc2)C[N@+]2([B@@-]1(O[C@@H](C2)c1ccccc1)/C(=C\C)/C)Cc1ccccc1,Compound_36192,cod-50,XJFHDCUPLAAHHT-WQABEIBDSA-N,1,7.0,5.0,31.0,61.0,411.35,0.0,0.0,2.0,0.581,5.0,6.0,1.0,25.0,B/C/N/O,XJFHDCUPLAAHHT-WQABEIBDSA-N,2.0,7.0,7
m155_d07,COc1cc(ccc1O)[C@@H]1O[C@H]([C@@H](N1C)C)c1ccccc1,2226150.cif,cod-59k,CVPQSQADBKMAII-RZAIGCCYSA-N,1,7.0,3.0,22.0,43.0,299.37,0.0,1.0,4.0,0.545,3.0,6.0,1.0,20.0,C/N/O,CVPQSQADBKMAII-RZAIGCCYSA-N,2.0,7.0,7
m156_d07,CCCN1[C@H](OC([C@H]1c1ccc2c(c1)OCO2)(C#N)C#N)c1ccc(cc1)OC,4028944.cif,cod-59k,RTIIDTGKWMECKR-NHCUHLMSSA-N,1,7.0,5.0,29.0,50.0,391.43,0.0,0.0,7.0,0.414,4.0,6.0,1.0,25.0,C/N/O,RTIIDTGKWMECKR-NHCUHLMSSA-N,2.0,7.0,7
m157_d07,Fc1c(B(c2c(F)c(F)c(c(c2F)F)F)c2ccc(s2)c2ccc(s2)N(c2ccccc2)c2ccccc2)c(F)c(c(c1F)F)F,4073669.cif,cod-59k,UKUJNMCGCUTWIV-UHFFFAOYSA-N,1,7.0,7.0,46.0,60.0,677.4,0.0,0.0,3.0,0.739,6.0,6.0,1.0,23.0,B/C/F/N/S,UKUJNMCGCUTWIV-UHFFFAOYSA-N,2.0,7.0,7
m158_d07,C[C@@H](c1nc(nc(n1)N(C)C)N)N2CCCCCC2,"487 6-[(1s)-1-(azepan-1-yl)ethyl]-n,n-dimethyl-1,3,5-triazine-2,4-diamine",ligand-expo,VXAHGJQOHMSESG-JTQLQIEISA-N,1,7.0,3.0,19.0,43.0,264.38,0.0,1.0,6.0,0.316,2.0,7.0,1.0,15.0,C/N,VXAHGJQOHMSESG-JTQLQIEISA-N,1.0,7.0,7
m159_d07,COc1ccc(cc1)N2CCN(CC2)CC3=CC(=O)Oc4c3ccc(c4O)O,"6XZ 4-[[4-(4-methoxyphenyl)piperazin-1-yl]methyl]-7,8-bis(oxidanyl)chromen-2-one",ligand-expo,NSCKGTDRMZINFP-UHFFFAOYSA-N,1,7.0,4.0,28.0,50.0,382.42,0.0,2.0,7.0,0.571,4.0,6.0,1.0,24.0,C/N/O,NSCKGTDRMZINFP-UHFFFAOYSA-N,1.0,7.0,7
m160_d07,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O,UFP 5-fluoro-2'-deoxyuridine-5'-monophosphate,ligand-expo,HFEKDTCAMMOLQP-RRKCRQDMSA-N,1,7.0,4.0,21.0,33.0,326.17,0.0,4.0,6.0,0.286,2.0,6.0,1.0,20.0,C/F/N/O/P,HFEKDTCAMMOLQP-RRKCRQDMSA-N,1.0,7.0,7
m161_d07,CC(=O)N[C@@H](C)C(=O)NC,polyalanine_n1,oligo-scan,VHCVPWSUVMHJLL-BYPYZUCNSA-N,1,7.0,2.0,10.0,22.0,144.17,0.0,2.0,2.0,0.0,0.0,0.0,1.0,10.0,C/N/O,VHCVPWSUVMHJLL-BYPYZUCNSA-N,1.0,7.0,7
m162_d07,c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1),thiophene_n8,oligo-scan,GCMCTPRNKVKGCY-UHFFFAOYSA-N,1,7.0,7.0,40.0,58.0,659.03,0.0,0.0,8.0,1.0,8.0,5.0,1.0,20.0,C/S,GCMCTPRNKVKGCY-UHFFFAOYSA-N,1.0,7.0,7
m163_d07,C(O)C(=O)[C@@H](O)[C@H](O)CF,5FX_4BC5_A,platinum-diverse,DZPAPJMTQBXJAM-WUJLRWPWSA-N,1,7.0,4.0,10.0,19.0,152.12,0.0,3.0,4.0,0.0,0.0,0.0,1.0,10.0,C/F/O,DZPAPJMTQBXJAM-WUJLRWPWSA-N,2.0,7.0,7
m164_d07,N#Cc1c(N)c2c(nc1N)nc(C(C)(C)C)nc2c1sccn1,IA7_4UFZ_A,platinum-diverse,VDKRFQKJPXSMOG-UHFFFAOYSA-N,1,7.0,1.0,23.0,38.0,325.4,0.0,2.0,8.0,0.652,3.0,6.0,1.0,21.0,C/N/S,VDKRFQKJPXSMOG-UHFFFAOYSA-N,2.0,7.0,7
m165_d07,n4c(C)nc1n4cnc(c1CCC)Cn2ccnc2-c3ncccc3F,Adipiplon,wiki,UAMAIHOEGLEXSV-UHFFFAOYSA-N,1,7.0,5.0,26.0,44.0,351.39,0.0,0.0,5.0,0.769,4.0,6.0,1.0,26.0,C/F/N,UAMAIHOEGLEXSV-UHFFFAOYSA-N,1.0,7.0,7
m166_d07,CCCCCN(C)N=O,Methyl-n-amylnitrosamine,wiki,KSFCDINBDBFFSI-UHFFFAOYSA-N,1,7.0,5.0,9.0,23.0,130.19,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,C/N/O,KSFCDINBDBFFSI-UHFFFAOYSA-N,1.0,7.0,7
m167_d07,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H](CO2)OCP(=O)(O)O,PMDTT,wiki,ICGMUOZWOCLUNS-HTQZYQBOSA-N,1,7.0,4.0,20.0,35.0,306.21,0.0,3.0,5.0,0.3,2.0,6.0,1.0,19.0,C/N/O/P,ICGMUOZWOCLUNS-HTQZYQBOSA-N,1.0,7.0,7
m168_d07,CC1(C=Cc2ccc3c(c2O1)N[C@@]1([C@]3(C[C@H]2N1C(=O)[C@H]1CCCN1C2=O)O)C(C)(C)C=C)C,ZINC31160395,zinc,IDMNDTVGFAYTCQ-FSHYTBTOSA-N,1,7.0,2.0,33.0,64.0,449.55,0.0,2.0,5.0,0.182,6.0,6.0,1.0,31.0,C/N/O,IDMNDTVGFAYTCQ-FSHYTBTOSA-N,1.0,7.0,7
m169_d07,Cc1ccc2c(c1)[C@@]1(C(=O)N2)[C@]2(c3ccccc3NC2=O)[C@@H]([C@H]2[N@@]1CCC2)C(=O)c1ccc(cc1OC)OC,ZINC70699621,zinc,ORRRQSVEYRCVDW-CBVMVLCFSA-N,1,7.0,4.0,39.0,68.0,523.59,0.0,2.0,6.0,0.462,7.0,6.0,1.0,39.0,C/N/O,ORRRQSVEYRCVDW-CBVMVLCFSA-N,1.0,7.0,7
m170_d07,C[C@H]1CCCC(=O)CCC/C=C\c2cc3c(c(c2C(=O)O1)O)[C@@H](CC(=O)O3)c1ccc(cc1OC)OC,ZINC79193402,zinc,ADXBEZCILHEZKK-KQEQNMBKSA-N,1,7.0,3.0,37.0,69.0,508.57,0.0,1.0,8.0,0.324,4.0,14.0,1.0,37.0,C/O,ADXBEZCILHEZKK-KQEQNMBKSA-N,1.0,7.0,7
m171_d07,C#CC(=O)N1[C@H]2C[C@H]2C[C@@H]1C(=O)NC12CC(C(=O)OC)(C1)C2,ZINCm50000079Qx0,zinc-leads,WUDISXYAJYEIQI-XKORRSOSSA-N,1,7.0,3.0,22.0,40.0,302.33,0.0,1.0,4.0,0.0,5.0,5.0,1.0,20.0,C/N/O,WUDISXYAJYEIQI-XKORRSOSSA-N,1.0,7.0,7
m172_d07,Cc1ccc(C(=O)Nc2cc(N3CCOCC3)ccc2C)c(O)n1,ZINCou00000eEEn7,zinc-leads,GHKHCUBCLWDASC-UHFFFAOYSA-N,1,7.0,3.0,24.0,45.0,327.38,0.0,2.0,5.0,0.5,3.0,6.0,1.0,22.0,C/N/O,GHKHCUBCLWDASC-UHFFFAOYSA-N,1.0,7.0,7
m173_d07,C#CCCC(=O)N1CCC2(CC1)C[C@@H](NC(=O)C1(F)CC1)c1cccc(C)c12,ZINCsD000004TZqs,zinc_random,DBTPEEWUITZQLZ-GOSISDBHSA-N,1,7.0,4.0,28.0,55.0,382.48,0.0,1.0,2.0,0.214,4.0,6.0,1.0,25.0,C/F/N/O,DBTPEEWUITZQLZ-GOSISDBHSA-N,1.0,7.0,7
m174_d07,C#CCCCC(=O)N(Cc1cnc2ccccn12)[C@@H]1CCCC12CCNCC2,ZINCsD000004U08q,zinc_random,WIOFISKLCOOBNR-HXUWFJFHSA-N,1,7.0,6.0,28.0,58.0,378.52,0.0,1.0,3.0,0.321,4.0,6.0,1.0,26.0,C/N/O,WIOFISKLCOOBNR-HXUWFJFHSA-N,1.0,7.0,7
m175_d08,S1/C(=C/2\SC(=C(S2)C(=O)O)C(=O)O)/SC(=C1C(=O)O)C(=O)O,Compound 149403,cod,RHOFTMXTAMCTNJ-UHFFFAOYSA-N,1,8.0,4.0,22.0,26.0,380.4,0.0,4.0,8.0,0.0,2.0,5.0,1.0,6.0,C/O/S,RHOFTMXTAMCTNJ-UHFFFAOYSA-N,1.0,8.0,8
m176_d08,[n+]1(c(c2ccccc2)c(n(c1)[C@H]1[C@H](/N=C/c2ccccc2)CCCC1)c1ccccc1)C(C)C,Compound 177718,cod,NLEOJGHJBZFQPX-JVXAVQBTSA-N,1,8.0,6.0,34.0,68.0,448.63,1.0,0.0,1.0,0.676,5.0,6.0,1.0,27.0,C/N,NLEOJGHJBZFQPX-JVXAVQBTSA-N,1.0,8.0,8
m177_d08,O=[N+]([O-])c1c(C(=O)O[C@@H]2CC[C@H](CC2)C(C)(C)C)cccc1,Compound 230606,cod,MGZLNVDIJZWWPO-JOCQHMNTSA-N,1,8.0,3.0,22.0,45.0,305.37,0.0,0.0,4.0,0.273,2.0,6.0,1.0,20.0,C/N/O,MGZLNVDIJZWWPO-JOCQHMNTSA-N,1.0,8.0,8
m178_d08,[S@]1(=O)S[C@H]2[S@@](=O)[C@@H]1C(=C2C(C)(C)C)C(C)(C)C,Compound_128886,cod-50,WPDOUNIWJRUSIG-DIRVTVSLSA-N,1,8.0,0.0,17.0,37.0,292.49,0.0,0.0,3.0,0.0,2.0,5.0,1.0,13.0,C/O/S,WPDOUNIWJRUSIG-DIRVTVSLSA-N,1.0,8.0,8
m179_d08,O=C(O)[C@H]1[C@@H]([C@@H]1CC(=O)OCc1ccccc1)c1ccccc1,Compound_57646,cod-50,SLTMCXCZIVWYCC-CGTJXYLNSA-N,1,8.0,6.0,23.0,41.0,310.35,0.0,1.0,3.0,0.522,3.0,6.0,1.0,19.0,C/O,SLTMCXCZIVWYCC-CGTJXYLNSA-N,3.0,8.0,8
m180_d08,CC(=O)O[C@H]1[C@@H](CC[C@]2([C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C)OC(=O)C,2014724.cif,cod-59k,ICOVOMFZLKYMDL-OWLRHPLNSA-N,1,8.0,2.0,28.0,62.0,390.52,0.0,0.0,5.0,0.0,4.0,6.0,1.0,28.0,C/O,ICOVOMFZLKYMDL-OWLRHPLNSA-N,2.0,8.0,8
m181_d08,O=C(N1C(=O)OC([C@@H]1c1ccccc1)(C)C)C[C@@H](c1ccccc1)C1CCCCC1,2210046.cif,cod-59k,MHTCDUZNJMHEAH-UPVQGACJSA-N,1,8.0,5.0,30.0,61.0,405.54,0.0,0.0,3.0,0.4,4.0,6.0,1.0,23.0,C/N/O,MHTCDUZNJMHEAH-UPVQGACJSA-N,2.0,8.0,8
m182_d08,Cc1ccc(cc1)C(=O)O[C@H](C(=O)c1ccccc1)Cn1nnc2c1cccc2,2215261.cif,cod-59k,MJTAOBLBXHQOBH-NRFANRHFSA-N,1,8.0,6.0,29.0,48.0,385.42,0.0,0.0,5.0,0.724,4.0,6.0,1.0,25.0,C/N/O,MJTAOBLBXHQOBH-NRFANRHFSA-N,2.0,8.0,8
m183_d08,COc1ncc2c(n1)NC(=O)C(=C2)C(=O)Nc3cc(ccc3Cl)C(=O)OC,"2C4 methyl 4-chloro-3-{[(2-methoxy-7-oxo-7,8-dihydropyrido[2,3-d]pyrimidin-6-yl)carbonyl]amino}benzoate",ligand-expo,SIVLENRHVVVPKJ-UHFFFAOYSA-N,1,8.0,4.0,27.0,40.0,388.77,0.0,2.0,7.0,0.593,3.0,6.0,1.0,27.0,C/Cl/N/O,SIVLENRHVVVPKJ-UHFFFAOYSA-N,1.0,8.0,8
m184_d08,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)N=[N+]=[N-],ATM 3'-azido-3'-deoxythymidine-5'-monophosphate,ligand-expo,OIFWQOKDSPDILA-XLPZGREQSA-N,1,8.0,5.0,23.0,37.0,347.22,0.0,3.0,6.0,0.261,2.0,6.0,1.0,22.0,C/N/O/P,OIFWQOKDSPDILA-XLPZGREQSA-N,1.0,8.0,8
m185_d08,Cc1ccccc1N2C(=Nc3cccc(c3C2=O)C)Cn4c5c(c(n4)c6cc(cc(c6)F)O)c(ncn5)N,"ZZN 2-{[4-amino-3-(3-fluoro-5-hydroxyphenyl)-1h-pyrazolo[3,4-d]pyrimidin-1-yl]methyl}-5-methyl-3-(2-methylphenyl)quinazolin-4(3h)-one",ligand-expo,AUNMZFMPIXHYCD-UHFFFAOYSA-N,1,8.0,4.0,38.0,60.0,507.53,0.0,2.0,7.0,0.816,6.0,6.0,1.0,38.0,C/F/N/O,AUNMZFMPIXHYCD-UHFFFAOYSA-N,1.0,8.0,8
m186_d08,CC(=O)NC(C)(C)C(=O)NC,Aib_n1,oligo-scan,DVPBKERVGSPYIZ-UHFFFAOYSA-N,1,8.0,2.0,11.0,25.0,158.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,10.0,C/N/O,DVPBKERVGSPYIZ-UHFFFAOYSA-N,1.0,8.0,8
m187_d08,CC(=O)N[C@@H](CO)C(=O)NC,polyserine_n1,oligo-scan,WAZDXKZPWRIFLK-YFKPBYRVSA-N,1,8.0,3.0,11.0,23.0,160.17,0.0,3.0,3.0,0.0,0.0,0.0,1.0,11.0,C/N/O,WAZDXKZPWRIFLK-YFKPBYRVSA-N,1.0,8.0,8
m188_d08,c1c2cc(C)ccc2sc1COC1=C[C@](C(=O)[O-])(O)C[C@@H](O)[C@@H]1O,CB6_2Y71_A,platinum-diverse,BNUWPGVZRDEWEX-ISTRZQFTSA-M,1,8.0,4.0,24.0,41.0,349.38,-1.0,3.0,7.0,0.375,3.0,6.0,1.0,24.0,C/O/S,BNUWPGVZRDEWEX-ISTRZQFTSA-M,1.0,8.0,8
m189_d08,O=C(CCC1=C[C@](O)(C[C@@H](O)C1=O)C(=O)[O-])Nc1ccccc1,RJP_3N86_A,platinum-diverse,LCRSMARNUPCDAZ-WBMJQRKESA-M,1,8.0,5.0,23.0,39.0,318.31,-1.0,3.0,6.0,0.261,2.0,6.0,1.0,21.0,C/N/O,LCRSMARNUPCDAZ-WBMJQRKESA-M,1.0,8.0,8
m190_d08,O=CCC(CC/C=C(/C)C)C,Citronellal,wiki,NEHNMFOYXAPHSD-UHFFFAOYSA-N,1,8.0,5.0,11.0,29.0,154.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,C/O,NEHNMFOYXAPHSD-UHFFFAOYSA-N,1.0,8.0,8
m191_d08,CC(CC\C=C(\C)C)NC,Isometheptene,wiki,XVQUOJBERHHONY-UHFFFAOYSA-N,1,8.0,4.0,10.0,29.0,141.26,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,C/N,XVQUOJBERHHONY-UHFFFAOYSA-N,1.0,8.0,8
m192_d08,c1cc(ccc1C(c2ccccc2)CCN(C)C)C,Tolpropamine,wiki,CINROOONPHQHPO-UHFFFAOYSA-N,1,8.0,5.0,19.0,42.0,253.39,0.0,0.0,1.0,0.632,2.0,6.0,1.0,14.0,C/N,CINROOONPHQHPO-UHFFFAOYSA-N,1.0,8.0,8
m193_d08,COc1cc(cc(c1OC)OC)[C@H]1c2cc3c(c(c2C[C@@H]2[C@@H]1C(=O)OC2)O)OCO3,ZINC01615307,zinc,HLBPOYVRLSXWJJ-NBHSMZAVSA-N,1,8.0,4.0,30.0,52.0,414.41,0.0,1.0,8.0,0.4,5.0,6.0,1.0,26.0,C/O,HLBPOYVRLSXWJJ-NBHSMZAVSA-N,1.0,8.0,8
m194_d08,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]1[C@H]2CC=C2[C@@]1(CC[C@@H](C2)O)C)C)[C@@H](C#N)c1nc(cs1)c1ccccc1,ZINC70697699,zinc,LWIGAZWGTRVWEI-LWAHHLMLSA-N,1,8.0,4.0,37.0,75.0,514.74,0.0,1.0,5.0,0.297,6.0,6.0,1.0,35.0,C/N/O/S,LWIGAZWGTRVWEI-LWAHHLMLSA-N,1.0,8.0,8
m195_d08,Cc1csc(n1)CCNC(=O)CCN1[C@H]2c3ccccc3C(=O)N2c2ccccc2C1=O,ZINC98365359,zinc,UYYBKMZJUZHNFF-JOCHJYFZSA-N,1,8.0,6.0,32.0,54.0,446.53,0.0,1.0,5.0,0.531,5.0,6.0,1.0,32.0,C/N/O/S,UYYBKMZJUZHNFF-JOCHJYFZSA-N,1.0,8.0,8
m196_d08,COCCNC(=O)c1cn([C@H]2CCN(C3CCNCC3)C2=O)nn1,ZINCo50000006r1A,zinc-leads,LQVANHSBTDTHFM-ZDUSSCGKSA-N,1,8.0,6.0,24.0,48.0,336.4,0.0,2.0,6.0,0.208,3.0,6.0,1.0,22.0,C/N/O,LQVANHSBTDTHFM-ZDUSSCGKSA-N,1.0,8.0,8
m197_d08,CCc1cn2c(C(=O)Nc3cnc(Cl)c(C(=O)OC)c3)cccc2n1,ZINCpz0000007pPS,zinc-leads,IFXHMRPLIAUSBV-UHFFFAOYSA-N,1,8.0,4.0,25.0,40.0,358.79,0.0,1.0,5.0,0.6,3.0,6.0,1.0,25.0,C/Cl/N/O,IFXHMRPLIAUSBV-UHFFFAOYSA-N,1.0,8.0,8
m198_d08,CC(=O)Nc1ncc(S(=O)(=O)N2[C@H]3C[C@H]2CN(C(=O)Cc2ccccn2)C3)s1,ZINCsd00000kO39Y,zinc_random,SPTCMVZJRXMFPP-KBPBESRZSA-N,1,8.0,5.0,28.0,47.0,421.5,0.0,1.0,7.0,0.393,5.0,6.0,1.0,25.0,C/N/O/S,SPTCMVZJRXMFPP-KBPBESRZSA-N,1.0,8.0,8
m199_d08,Cc1cc2c(cc1Cl)[C@H](NC(=O)C(=O)NC[C@@H]1CCN(c3ccccc3)C1)CO2,ZINCty00000vBkGX,zinc_random,KRDHHHPBHLUUPU-HNAYVOBHSA-N,1,8.0,4.0,29.0,53.0,413.91,0.0,2.0,4.0,0.414,4.0,6.0,1.0,27.0,C/Cl/N/O,KRDHHHPBHLUUPU-HNAYVOBHSA-N,1.0,8.0,8
m200_d09,[S@@](=O)(CC[S@](=O)CCC)CCC,-40.89935760,cod,DMFQWXFUFQNRSE-VXGBXAGGSA-N,1,9.0,7.0,12.0,30.0,210.36,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,C/O/S,DMFQWXFUFQNRSE-VXGBXAGGSA-N,1.0,9.0,9
m201_d09,[Si](C#CC([C@H](O)/C=C/c1ccccc1)(C)C)(C)(C)C,Compound 137625,cod,QWRWXEZSWCQQMG-LPQFERQCSA-N,1,9.0,3.0,19.0,43.0,272.46,0.0,1.0,1.0,0.316,1.0,6.0,1.0,14.0,C/O/Si,QWRWXEZSWCQQMG-LPQFERQCSA-N,1.0,9.0,9
m202_d09,S(c1nc(Sc2ccc(cc2)C)nc(n1)Sc1ccc(cc1)C)c1ccc(cc1)C,Compound 248934,cod,WVLMADBGZWOCOZ-UHFFFAOYSA-N,1,9.0,6.0,30.0,51.0,447.65,0.0,0.0,6.0,0.8,4.0,6.0,1.0,8.0,C/N/S,WVLMADBGZWOCOZ-UHFFFAOYSA-N,1.0,9.0,9
m203_d09,FC(F)(F)[C@](OC)(c1ccccc1)C(=O)N1[C@H](c2ccccc2)C[C@H](C[C@@H]1C)C,Compound_84561,cod-50,ZBYUREYSNKIYLG-TZLLFPAYSA-N,1,9.0,4.0,29.0,55.0,405.46,0.0,0.0,2.0,0.414,3.0,6.0,1.0,23.0,C/F/N/O,ZBYUREYSNKIYLG-TZLLFPAYSA-N,3.0,9.0,9
m204_d09,Clc1ccc(cc1)C(=O)NN(C(C)(C)C)C(=O)c1coc2c(c1=O)cccc2,2207290.cif,cod-59k,NRKZLVFCCBLOAO-UHFFFAOYSA-N,1,9.0,2.0,28.0,47.0,398.85,0.0,1.0,4.0,0.571,3.0,6.0,1.0,24.0,C/Cl/N/O,NRKZLVFCCBLOAO-UHFFFAOYSA-N,2.0,9.0,9
m205_d09,COC([C@H]1C=C2C(=O)[C@H]3O[C@H]3[C@@H]([C@H]2[C@H]2[C@]31[C@@H](C=C(C)C)O[C@H]2[C@H]1[C@@H](C3=O)O1)O)(C)C,2225003.cif,cod-59k,PFZFRWWDGXFULQ-NHFKQXEKSA-N,1,9.0,3.0,30.0,58.0,416.47,0.0,1.0,7.0,0.0,6.0,6.0,1.0,28.0,C/O,PFZFRWWDGXFULQ-NHFKQXEKSA-N,3.0,9.0,9
m206_d09,COc1cc(C)cc(c1O)c1c(OC)c(OC)cc2c1cccc2,4117524.cif,cod-59k,NTCVYGPHZRJIRW-UHFFFAOYSA-N,1,9.0,4.0,24.0,44.0,324.38,0.0,1.0,4.0,0.667,3.0,6.0,1.0,24.0,C/O,NTCVYGPHZRJIRW-UHFFFAOYSA-N,2.0,9.0,9
m207_d09,CCc1c(nc(nc1Nc2ccc(cc2)CC(=O)O)c3ccc(s3)Cl)C,19T (4-{[2-(5-chlorothiophen-2-yl)-5-ethyl-6-methylpyrimidin-4-yl]amino}phenyl)acetic acid,ligand-expo,FDVSPBLZPJMXFV-UHFFFAOYSA-N,1,9.0,6.0,26.0,44.0,387.89,0.0,2.0,5.0,0.654,3.0,6.0,1.0,24.0,C/Cl/N/O/S,FDVSPBLZPJMXFV-UHFFFAOYSA-N,1.0,9.0,9
m208_d09,CCc1c(cnc(c1c2ccc(cc2)O)N)c3ccc(nc3)C(=O)NC,"8JP 6'-amino-4'-ethyl-5'-(4-hydroxyphenyl)-n-methyl[3,3'-bipyridine]-6-carboxamide",ligand-expo,UCYSSYGGXOFJKK-UHFFFAOYSA-N,1,9.0,4.0,26.0,46.0,348.41,0.0,3.0,5.0,0.692,3.0,6.0,1.0,24.0,C/N/O,UCYSSYGGXOFJKK-UHFFFAOYSA-N,1.0,9.0,9
